Title	Creator	Date	Source	Subject	Description	Digital Collection	Web Site	Contributing Institution	Rights	Type	Format	Media Type	Identifier	Language	SC County	Digitization Specifications	Date Digital	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Charleston - Residence and Street, probably South Battery	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 73	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	2 contact sheets, 3 prints; 20.5 x 12.5; Bay windows on side with balcony above. Balcony on roof overlooks street. Dark pilasters at corners. Woodwork extends several feet below roof. Wrought iron fence around garden. To left is two-story brick building, two three-story clapboard houses, and two-story house. Street lamp three houses down.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29281	Still Image	image/jpeg	Images	scook072	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/265	265	224.jp2	/scook/image/224.jp2
Charleston - Church - Grace Episcopal Church - Pinnacled Spire. Test negative, f -stop (same as #25)	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 29	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	1 contact sheet; 16.5 x 11; Test shots from rooftop. On paper glued to negative: 1/2, 1, 1 1/2 secs. 3 P.m. Aug 3 '91  Carbutts B. No. 15  Smallest stop pencilled over.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29237	Still Image	image/jpeg	Images	scook028	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/266	266	162.jp2	/scook/image/162.jp2
Charleston - Church - Grace Episcopal Church - Interior, 100 Wentworth St.	Cook, George LaGrange	1880 - 1895	Box 2; Temporary num. 23	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	1 contact sheet; 18 x 13; Facing altar, Gothic stained glass windows and Gothic arches over the center and side aisles. Row of columns on each side supporting Gothic arches.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29231	Still Image	image/jpeg	Images	scook022	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/267	267	155.jp2	/scook/image/155.jp2
Charleston - Residence - Laurens-Rutledge House, 117 Broad St. Corner of Broad and Orange Sts.	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 65	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	1 contact sheet; 17.5 x 12.5; Projecting bay windows on first floor behind balustrade on either side of entrance. Balcony above. Tower on left corner. Oval lights in center gable. Stone fence on Orange St. side. Wrought iron fence on Broad St. side. Telephone pole. Streetcar tracks on Broad St. House built in 1760s as a Georgian double house. Bought by Frederick Wagener in 1885 who added the west wing. (Poston p.206-7)	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29273	Still Image	image/jpeg	Images	scook064	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/268	268	203.jp2	/scook/image/203.jp2
Charleston - Miscellaneous - Lake - West End Lake, later Colonial Lake?	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 88	Charleston (S.C.)	2 contact sheets; 20.5 x 12.5; Taken from bridge or sidewalk beside body of water. Sidewalk extends past water. Trees along other bank with large house behind them. Different angle from #99.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29296	Still Image	image/jpeg	Images	scook087	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/269	269	210.jp2	/scook/image/210.jp2
Miscellaneous - Portrait - Woman	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 130	Charleston (S.C.); Women--Pictorial works	1 contact sheet; 10 x 12.5; Identical to #129 but with more cracked emulsion.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29338	Still Image	image/jpeg	Images	scook128	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/270	270	184.jp2	/scook/image/184.jp2
Charleston - Church - Grace Episcopal Church - Interior, 100 Wentworth St. (same as #23)	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 24	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	1 contact sheet; 17.5 x 12.5; Same as #23.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29232	Still Image	image/jpeg	Images	scook023	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/271	271	198.jp2	/scook/image/198.jp2
Miscellaneous - Landscape - hills and girls	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 119	Charleston (S.C.)	2 contact sheets; 12.5 x 10; Girls at a distance on the left beside path. Hills behind them.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29327	Still Image	image/jpeg	Images	scook118	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/272	272	160.jp2	/scook/image/160.jp2
Charleston - Miscellaneous - Horse-Drawn Fire Engine and T.B. Anderson Building Material warehouse	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 86	Charleston (S.C.); Fire-departments--South Carolina--Charleston--Photographs	1 contact sheet; 14 x 8.5; Fire engine drawn by two bay horses (in motion). Eight African-American firemen in uniform are riding on it. One on sidewalk in front of clapboard building labeled Coal. In background is a one-story brick building labeled T.B. Anderson Building Material. T.B. Anderson listed in City directories as clerk. His residence is 4 Lucas Street, but doesn't look like a residence.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29294	Still Image	image/jpeg	Images	scook085	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/273	273	237.jp2	/scook/image/237.jp2
Charleston - Business - Central Police Station, 406-410 King St. and Marion Square	Cook, George LaGrange	1880 - 1895	Box 1; Temporary num. 3	Government buildings--South Carolina--Charleston; Business enterprises--South Carolina--Charleston--Photographs; Charleston (S.C.)	1 contact sheet, 1 print; 20.5 x 12.5; Castle-like fa�ade. Plain with numerous evenly spaced windows. Building new in 1887. At intersection of King and Hutson, but Hutson not visible. Buildings to left of station barely visible. King St. has cobbles and streetcar tracks. Some cracked emulsion.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29211	Still Image	image/jpeg	Images	scook003	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/274	274	186.jp2	/scook/image/186.jp2
Charleston - Business - Palace Shaving Saloon and Israel Ottolengui, Auctioneer and Real Estate Agent, 40 and 38 Broad St. (48 - 36 Broad St. visible)	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 11	Business enterprises--South Carolina--Charleston--Photographs; Charleston (S.C.)	2 prints; 13 x 10; Row of businesses on north side of Broad St. Center of photo is #40 Palace Shaving Saloon owned by Fridie and Nesbit and #38 Israel Ottolengui, Auctioneer and Real Estate. To right, # 36 is designated shop on Sanborn's 1888 map. Left of center: #42 Hibernian Savings Institute; #44 Wm. Hastie & Son, insurance agents and brokers; #46 and #48 are Klinck, Wickenberg, & Co. grocers. Photo taken from the second or third floor of building across the street.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29219	Still Image	image/jpeg	Images	scook011	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/275	275	246.jp2	/scook/image/246.jp2
Miscellaneous - Churches - St. George's Church, Dorchester (Old fort) - ruins	Cook, George LaGrange	1880 - 1895	Box 5; Temporary num. 108	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	2 contact sheets, 2 prints; 20 x 12.5; Ruins of church. Roof missing. Woods have grown up close around it. Man (possibly African-American?) perched on pile of rubble.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29316	Still Image	image/jpeg	Images	scook107	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/276	276	295.jp2	/scook/image/295.jp2
Miscellaneous - People - African-American man with ox and cart	Cook, George LaGrange	1880 - 1895	Box 5; Temporary num. 123	Charleston (S.C.); African Americans--Pictorial works	2 contact sheets; 20.5 x 12.5; Two-wheeled cart on a country road.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29331	Still Image	image/jpeg	Images	scook121	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/277	277	255.jp2	/scook/image/255.jp2
Charleston - Church - Grace Episcopal Church - Pinnacled Spire. Test negative, f -stop (same as #25)	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 27	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	1 contact sheet; 16.5 x 11; Test shots from rooftop. On paper glued to negative: [illeg.] B. Plate No. 15 Morrison Wide Angle. Exposure 1/2, 1, 1 1/2, 2 secs. Pyro and Salsoda [Saleoda?] Devel. Sep.4 pm '91 [illeg.]	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29235	Still Image	image/jpeg	Images	scook026	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/278	278	213.jp2	/scook/image/213.jp2
Miscellaneous - River -  rapids	Cook, George LaGrange	1880 - 1895	Box 5; Temporary num. 142	Charleston (S.C.)	2 contact sheets, 1 print; 20 x 12.5; A few people sitting on rocks beside rushing rapids. Broken plate.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29350	Still Image	image/jpeg	Images	scook140	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/279	279	185.jp2	/scook/image/185.jp2
Charleston - Church - Mt. Zion AME Church Tower test shot	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 33	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	1 contact sheet; 10 x 12.5; Test shot. Same as #32.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29241	Still Image	image/jpeg	Images	scook032	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/280	280	164.jp2	/scook/image/164.jp2
Charleston - Miscellaneous - Horse-Drawn Fire Engine  (same as #83)	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 84	Charleston (S.C.); Fire-departments--South Carolina--Charleston--Photographs	3 contact sheets; 14 x 8.5; Same as #83, only horses are in motion and further down the street.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29292	Still Image	image/jpeg	Images	scook083	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/281	281	279.jp2	/scook/image/279.jp2
Charleston - Residence - John Steinmeyer House, 108 Beaufain St.	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 70	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	2 contact sheets, 2 prints; 16.5 x 11; House obscured by palmetto trees behind a wrought iron fence. Street lamp and telephone pole in left foreground.  (Poston p. 493)	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29278	Still Image	image/jpeg	Images	scook069	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/282	282	223.jp2	/scook/image/223.jp2
Charleston - Miscellaneous - Harbor	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 82	Charleston (S.C.); Charleston Harbor (S.C.)	2 contact sheets; 20 x 12.5; Canons retrieved from the harbor piled beside the water.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29290	Still Image	image/jpeg	Images	scook081	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/283	283	280.jp2	/scook/image/280.jp2
Miscellaneous - Interior of Fort Sumter, copy negatives	Cook, George S.	1880 - 1895	Box 6; Accession no. 9909.5	Charleston (S.C.); Forts--South Carolina--Charleston	26.8 x 11; Northwest angle showing casemates.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29358	Still Image	image/jpeg	Images	scook146	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/284	284	274.jp2	/scook/image/274.jp2
Charleston - Business - Central Police Station, 406-410 King St. and Marion Square  (same as #48)	Cook, George LaGrange	1880 - 1895	Box 1; Temporary num. 4	Government buildings--South Carolina--Charleston; Business enterprises--South Carolina--Charleston--Photographs; Charleston (S.C.)	3 contact sheets; 20.5 x 12.5; Identical to #3. Also has cracked emulsion.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29212	Still Image	image/jpeg	Images	scook004	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/285	285	296.jp2	/scook/image/296.jp2
Miscellaneous - Industrial Area - Lumber Mill	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 114	Charleston (S.C.);  Lumber and lumber trade--South Carolina	4 contact sheets; 12.5 x 10; Lumber is widely scattered partially obscuring two buildings on embankment to left.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29322	Still Image	image/jpeg	Images	scook113	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/286	286	172.jp2	/scook/image/172.jp2
Charleston - Residence - Laurens-Rutledge House, 117 Broad St. Corner of Broad and Orange Sts.	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 66	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	1 contact sheet, 2 prints; 20 x 12.5; Different angle from #65. Piazza now visible. Streetcar tracks.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29274	Still Image	image/jpeg	Images	scook065	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/287	287	225.jp2	/scook/image/225.jp2
Miscellaneous -Residence  - country - in a woodland	Cook, George LaGrange	1880 - 1895	Box 5; Temporary num. 135	Charleston (S.C.)	1 contact sheet, 3 prints; 20 x 12.5; Road through woods. House obscured by trees. Man standing in roadside.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29343	Still Image	image/jpeg	Images	scook133	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/288	288	262.jp2	/scook/image/262.jp2
Charleston - Residence and Street.  South Battery?	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 74	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	2 contact sheets, 1 print; 20 x 13; Single house with apparently flat roof. Resembles Nathaniel Russell Middleton House, 22 South Battery, minus pediment. Wooden garden fence. Wrought iron fence to right. Street lamp in front.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29282	Still Image	image/jpeg	Images	scook073	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/289	289	291.jp2	/scook/image/291.jp2
Charleston - Residence - Drayton Hall and 2 side buildings	Cook, George LaGrange	1880 - 1895	Box 3; Temporary num. 55	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs; Drayton Hall (S.C.)	1 contact sheet; 20.5 x 12.5; Dual staircase leading to main entrance. Four white Ionic columns across the middle with pediment above. Two plain brick two-story buildings on either side with few windows.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29263	Still Image	image/jpeg	Images	scook054	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/290	290	193.jp2	/scook/image/193.jp2
Charleston - Business - Central Fire Station, 260-264 Meeting St. Corner of Meeting and Wentworth	Cook, George LaGrange	1880 - 1895	Box 1; Temporary num. 1	Fire-departments--South Carolina--Charleston--Photographs; Business enterprises--South Carolina--Charleston--Photographs; Charleston (S.C.)	1 contact sheet; 20 x 12.5; Two buildings perpendicular to one another and joined at corner forming courtyard with domed pavilion over artesian well in middle. Restrained Italianate Revival style with brick detailing. Two entrances facing street on each building for steamer and hose carts. Building constructed 1887-1888. Meeting St. cobble-stoned with streetcar tracks and telephone poles. Photo taken from second floor of opposite corner.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29209	Still Image	image/jpeg	Images	scook001	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/291	291	226.jp2	/scook/image/226.jp2
Charleston - Business - Kohn, Furchgott, and Benedict, Dry Goods, 259 King St. Negative #3	Cook, George LaGrange	1880 - 1895	Box 1; Temporary num. 9	Business enterprises--South Carolina--Charleston--Photographs; Charleston (S.C.)	12.5 x 20; Both shades up. Man at open third floor window to left. Clock on #257 reads approximately 5:43. Only initials of proprietor of #261 are visible.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29217	Still Image	image/jpeg	Images	scook009	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/292	292	288.jp2	/scook/image/288.jp2
Charleston - Miscellaneous - Horse-Drawn Fire Engine	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 83	Charleston (S.C.); Fire-departments--South Carolina--Charleston--Photographs	1 contact sheet; 14 x 8.5; Fire engine drawn by two white horses with nine African-American firemen in uniform sitting on it. Building has two wide entrances.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29291	Still Image	image/jpeg	Images	scook082	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/293	293	241.jp2	/scook/image/241.jp2
Charleston - Residence - Joseph Glover House, 90 Ashley Ave.	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 63	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	1 contact sheet, 1 print; 16.5 x 10.5; Renovated by Toale family c.1881-1890 (Poston p.486) 1886 City Directory does not show Toales living there. Queen Anne style changes: semicircular bay window, patterned triangular panel in top of gable. Photo taken from garden.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29271	Still Image	image/jpeg	Images	scook062	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/294	294	201.jp2	/scook/image/201.jp2
Charleston - Earthquake damage - Residence - Single house on South Battery next to William Gibbes House	Cook, George LaGrange	1880 - 1895	Box 3; Temporary num. 45	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs; Charleston Earthquake, S.C., 1890	2 contact sheets; 20.5 x 12.5; Damaged house has all nine visible windows shuttered. Octagonal structure off back with cracks in the stone and from which stonework is falling. One wall appears to lean outward. Gibbes House has dual staircase leading to front door with pediment. Gated garden or alley separates houses	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29253	Still Image	image/jpeg	Images	scook044	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/295	295	248.jp2	/scook/image/248.jp2
