Title	Creator	Date	Source	Subject	Description	Digital Collection	Web Site	Contributing Institution	Rights	Type	Format	Media Type	Identifier	Language	SC County	Digitization Specifications	Date Digital	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Summerville? Railroad depot	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 94	Summerville (S.C.); Railroads--South Carolina	2 contact sheets; 20.5 x 12.5; One or two room depot beside tracks. A few people waiting in front. White wood fence behind. Horse and buggy on left. Two-story house with outbuildings behind tall pine trees.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29302	Still Image	image/jpeg	Images	scook093	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/150	150	219.jp2	/scook/image/219.jp2
Miscellaneous - Confederate Water Building, Charleston Harbor	Cook, George S.	1861-04	Box 7; Accession no. 9909.1	Charleston (S.C.); Forts--South Carolina--Charleston	2 prints; 13.8 x 11	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29359	Still Image	image/jpeg	Images	scook147	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/151	151	261.jp2	/scook/image/261.jp2
Charleston - Earthquake damage - Business - Roper Hospital, side view	Cook, George LaGrange	1880 - 1895	Box 2; Temporary num. 42	Charleston (S.C.); Charleston Earthquake, S.C., 1890; Business enterprises--South Carolina--Charleston--Photographs; Hospitals--South Carolina--Charleston	2 contact sheets, 1 print; 20 x 12.5; Cracks in building and broken windows. Taken from ground level.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29250	Still Image	image/jpeg	Images	scook041	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/152	152	156.jp2	/scook/image/156.jp2
Miscellaneous - Portrait - Woman's portrait in profile - photo of photo	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 131	Charleston (S.C.); Women--Pictorial works	5 contact sheets; 10 x 12.5; Copy negative of a woman from the shoulders up.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29339	Still Image	image/jpeg	Images	scook129	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/153	153	263.jp2	/scook/image/263.jp2
Charleston - Church - Grace Episcopal Church - Pinnacled Spire. Test negative, f -stop (same as #25)	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 28	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	2 contact sheets; 10 x 12.5; Test shots from rooftop. On paper glued to negative: Stanley Plate No. 35 Anthony single [illeg.] Exposure 1/2, 1, 1 1/2 secs. Pyro and Salsoda [Saleoda?] devel. Sep. 4 Pm '91. Smallest stop	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29236	Still Image	image/jpeg	Images	scook027	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/154	154	238.jp2	/scook/image/238.jp2
Summerville? Residence - cottage.	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 100	Summerville (S.C.)	2 contact sheets; 13 x 10.5; Small cottage enclosed by wooden fence and also obscured by trees. Only one chimney in the middle of the roof. Curving dirt path leads to gate. One and a half story clapboard building behind.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29308	Still Image	image/jpeg	Images	scook099	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/155	155	299.jp2	/scook/image/299.jp2
Charleston - Residence - John Steinmeyer House, 108 Beaufain St.	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 71	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	4 contact sheets, 4 prints; 20.5 x 12.5; Same as #70 but from further away.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29279	Still Image	image/jpeg	Images	scook070	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/156	156	230.jp2	/scook/image/230.jp2
Charleston - Business - Roper Hospital (right section) Queen and Mazyck Sts. Facing Queen St.	Cook, George LaGrange	1880 - 1895	Box 1; Temporary num. 13	Business enterprises--South Carolina--Charleston--Photographs; Charleston (S.C.); Hospitals--South Carolina--Charleston	2 contact sheets, 1 print; 20.5 x 12.5; Partially destroyed tower (two-story with wooden eaves) is on far left. On right side at corner of building is a four-story tower. Each piazza arch frames a door or window.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29221	Still Image	image/jpeg	Images	scook013	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/157	157	284.jp2	/scook/image/284.jp2
Charleston - Residence - 35 Coming St. Corner of Coming and Montagu Sts.	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 53	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	4 contact sheets; 10 x 12.5; Smaller, darker close-up of #52.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29261	Still Image	image/jpeg	Images	scook052	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/158	158	209.jp2	/scook/image/209.jp2
Charleston - Church - Enston Home Chapel, 900 King St.	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 21	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	1 contact sheet; 10 x 12.5; Almost same as #19 and #20, but angled so that iron cross atop bell tower is visible.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29229	Still Image	image/jpeg	Images	scook020	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/159	159	202.jp2	/scook/image/202.jp2
Miscellaneous - Interior - Photo studio - cyanotype - negative image	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 115	Charleston (S.C.)	4 contact sheets; 10 x 12.5; Photographic equipment on table.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29323	Still Image	image/jpeg	Images	scook114	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/160	160	215.jp2	/scook/image/215.jp2
Miscellaneous - Road - Country	Cook, George LaGrange	1880 - 1895	Box 6; Temporary num. 143	Charleston (S.C.)	2 contact sheets, 1 print; 20.5 x 12.5; Deeply rutted road through the woods.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29351	Still Image	image/jpeg	Images	scook141	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/161	161	151.jp2	/scook/image/151.jp2
Miscellaneous - People and lily pads - photo of photo	Cook, George LaGrange	1880 - 1895	Box 5; Temporary num. 125	Charleston (S.C.)	none; 20 x 12.5; Same as #124.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29333	Still Image	image/jpeg	Images	scook123	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/162	162	249.jp2	/scook/image/249.jp2
Charleston - Residence - Frederick Heinz House and Ice Cream Parlor, 387 King St., Corner of King and South Battery	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 64	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	1 contact sheet, 1 print; 20.5 x 12.5; 3-story tower with conical roof on right corner of house. Wrought iron fence. Ice cream parlor small and long. Though it is separate building, it has same address as house in 1894 City Directory.  Francis Marion Hotel now stands on this site.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29272	Still Image	image/jpeg	Images	scook063	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/163	163	171.jp2	/scook/image/171.jp2
Charleston - Church - Grace Episcopal Church Steeple, f-stop test (same as #25)	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 30	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	1 contact sheet; 10.5 x 12.5; Test shots from rooftop. On paper glued to negative: [illeg.] Plate No.35 [illeg.] Wide Angle. Exposure 1/2, 1, 1 1/2 secs. Pyro and Salsoda [saleoda?] devel. Sep. 15 4pm '91	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29238	Still Image	image/jpeg	Images	scook029	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/164	164	200.jp2	/scook/image/200.jp2
Charleston - Miscellaneous - Rooftops and Harbor - negative image (same as #92)	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 91	Charleston (S.C.); Charleston Harbor (S.C.)	3 contact sheets, 1 print; 10.5 x 8.5; Same as #92, but negative image.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29299	Still Image	image/jpeg	Images	scook090	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/165	165	183.jp2	/scook/image/183.jp2
Charleston - Business - O.G. Marjenhoff Bakery, 149 & 151 Church St. (Also visible Wm. Mohring Grocery and Saloon, 153 Church St.)	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 10	Business enterprises--South Carolina--Charleston--Photographs; Charleston (S.C.)	1 contact sheet, 1 print; 17.5 x 12.5; Two inset entrances with display windows on either side. Windows on second and third floors separated by fluted pilasters with Corinthian capitals. Friezes above the second and third floors. Brick fence. Rounded pediment - like structure with O G Marjenhoff 1887 * 1887 carved on it.  Two-story building and three-story brick building behind bakery. To the right: William Mohring grocery and saloon at 153 Church St. Photo taken from second floor.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29218	Still Image	image/jpeg	Images	scook010	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/166	166	204.jp2	/scook/image/204.jp2
Charleston - Miscellaneous - Lime Pit near Charleston	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 89	Charleston (S.C.)--Pictorial works; Lime--United States	2 contact sheets, 4 prints; 25 x 20; Lime Pit near Charleston written on negative. Photo taken from inside pit. Two men carrying shovels and wearing aprons lend perspective to size of pit. Observation tower; two smokestacks. People standing by railing at pit edge.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29297	Still Image	image/jpeg	Images	scook088	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/167	167	179.jp2	/scook/image/179.jp2
Summerville? Residence	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 98	Summerville (S.C.)	1 contact sheet, 1 print; 20.5 x 12.5; House obscured by garden. Street lamp in garden near front door. Two dependencies.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29306	Still Image	image/jpeg	Images	scook097	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/168	168	181.jp2	/scook/image/181.jp2
Charleston - Residence - 35 Coming St. Corner of Coming and Montagu Sts.	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 52	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	4 contact sheets; 18 x 12.5; Queen Anne style house with square tower, first floor bay window, and closed gable with patterned wood. Fences extend from back of house. Wrought iron fence along Coming St. Wood fence along Montagu St.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29260	Still Image	image/jpeg	Images	scook051	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/169	169	260.jp2	/scook/image/260.jp2
Charleston - Residence - Gaillard-Bennett House, 60 Montagu St. Corner of Montagu and Gadsden Sts.	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 62	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	3 contact sheets, 1 print; 16 x 10.5; Dual stairway leading to main entrance with stone balustrade bordering either side of stairs. Wrought iron garden gate. Anthony's single lens medium stop written on original envelope.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29270	Still Image	image/jpeg	Images	scook061	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/170	170	163.jp2	/scook/image/163.jp2
Summerville? Woodland path, bridge	Cook, George LaGrange	1880 - 1895	Box 5; Temporary num. 104	Summerville (S.C.)	1 contact sheet; 20 x 12.5; Well-kept, fairly wide path through woods and a wooden bridge.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29312	Still Image	image/jpeg	Images	scook103	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/171	171	191.jp2	/scook/image/191.jp2
Charleston - Residence - John Ravenel House, #5 East Battery (Also visible: #9 Robert William Roper House	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 69	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	1 contact sheet, 1 print; 20 x 12.5; Paved walk of East Battery. Water to right. To left is #5 John Ravenel House, three-story stone house with two-story piazza overlooking garden. Italianate style entablature and lintels added after the earthquake. Also visible is #9 Robert William Roper House, Greek Revival style.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29277	Still Image	image/jpeg	Images	scook068	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/172	172	271.jp2	/scook/image/271.jp2
Miscellaneous - Animals - Cats	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 106	Charleston (S.C.);  Cats--Pictorial works	2 contact sheets; 12.5 x 10; Two cats in woods.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29314	Still Image	image/jpeg	Images	scook105	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/173	173	252.jp2	/scook/image/252.jp2
Charleston - Earthquake damage - Residence - 118 Tradd St. Corner of Tradd, Legare, and Friend Sts.	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 47	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs; Charleston Earthquake, S.C., 1890	2 contact sheets; 12.5 x 10; Much of wall facing Friend St. gone.  A loose window frame on side facing Tradd St. Furniture still in house and exposed to weather. Two boys, probably African-American stand inside first floor.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29255	Still Image	image/jpeg	Images	scook046	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/174	174	245.jp2	/scook/image/245.jp2
Charleston - Residence - William Enston Home, 900 King St. between Congress and Romney Streets	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 61	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs; William Enston Home, Charleston, S. C.	1 contact sheets, 2 prints; 20.5 x 12.5; Row of 5 identical houses, but photo is of poorer quality.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29269	Still Image	image/jpeg	Images	scook060	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/175	175	178.jp2	/scook/image/178.jp2
Miscellaneous - Portrait - Painting of woman	Cook, George LaGrange	1880 - 1895	Box 5; Temporary num. 127	Charleston (S.C.); Women--Pictorial works	3 contact sheets, 2 prints; 12.5 x 20.5; Copy negative of painting of eighteenth century/early nineteenth century woman from the bust up in a gilt frame.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29335	Still Image	image/jpeg	Images	scook125	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/176	176	258.jp2	/scook/image/258.jp2
Summerville? Residences and street	Cook, George LaGrange	1880 - 1895	Box 5; Temporary num. 103	Summerville (S.C.)	2 contact sheets; 20.5 x 12.5; Wide street with a few pines in middle. One to two story houses obscured by trees and picket fences.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29311	Still Image	image/jpeg	Images	scook102	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/177	177	269.jp2	/scook/image/269.jp2
Summerville - Residence - Hon. T.W. Stanland	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 96	Summerville (S.C.)	2 contact sheets; 20 x 12.5; Two bay windows on different sides of house. Wide street with tree guard in middle. White picket fences and trees on left side of street. Same photo of house is found in two booklets on Summerville. One published in 1891 says street is Black Jack St. and 1897 one says street is Second North St.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29304	Still Image	image/jpeg	Images	scook095	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/178	178	290.jp2	/scook/image/290.jp2
Miscellaneous - Landscape - Man on a river	Cook, George LaGrange	1880 - 1895	Box 5; Temporary num. 120	Charleston (S.C.)	1 contact sheet; 20 x 12.5; Man standing on tree roots in a river.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29328	Still Image	image/jpeg	Images	scook119	English		1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/179	179	236.jp2	/scook/image/236.jp2
Charleston - Church - St. Philip's Episcopal Church - Interior from the balcony, 144-146 Church St.	Cook, George LaGrange	1880 - 1895	Box 7; Temporary num. 37	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	2 contact sheets; 18 x 12.5; Taken from rear balcony, better view of side balconies and side windows as well as side arches.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29245	Still Image	image/jpeg	Images	scook036	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/180	180	194.jp2	/scook/image/194.jp2
Charleston? Residence	Cook, George LaGrange	1880 - 1895	Box 4; Temporary num. 77	Charleston (S.C.); Dwellings--South Carolina--Charleston--Photographs	1 contact sheet, 1 print; 20.5 x 12.5; Three-story projected bay windows facing street. Balcony around roof. Wrought iron fence with stone pillars at the wooden gate	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29285	Still Image	image/jpeg	Images	scook076	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-02		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/181	181	197.jp2	/scook/image/197.jp2
Charleston - Church - Grace Episcopal Church - Pinnacled spire	Cook, George LaGrange	1880 - 1895	Box 8; Temporary num. 25	Charleston (S.C.); Churches--South Carolina--Charleston--Photographs	3 contact sheets; 12.5 x 10; Taken from rooftop.	George LaGrange Cook Photograph Collection	http://sc.edu/library/digital/collections/scook.html	University of South Carolina. South Caroliniana Library	Digital image copyright 2010, The University of South Carolina. All Rights Reserved. For more information, contact South Caroliniana Library, University of South Carolina, Columbia, SC 29233	Still Image	image/jpeg	Images	scook024	English	Charleston County (S.C.)	1200dpi, 24-bit depth, color, Epson Expression 10000 XL Scanner, Archival Master file is a TIFF	2010-03		2010-09-20	2010-09-20	http://digital.tcl.sc.edu:80/cdm/ref/collection/scook/id/182	182	276.jp2	/scook/image/276.jp2
